img_id,Date_Ex,Racial_Res,Addition,Lot,Block,City,Doc_ID
782_0390_match.jpg,12/3/1915,"The said party of the of the second part hereby agrees that the premises hereby conveyed shall not at any time be conveyed, mortgaged or leased to any person or persons of Chinese, Japanese, Moorish, Turkish, Negro, Mongolian or African blood or descent. Said restrictions and covenants shall run with the land and any breach of any or either thereof shall work a forfeiture of title, which may be enforced by re-entry.",ACKLEYS ADDN TO SEVEN OAKS MPLS,16,1,MINNEAPOLIS,783107
777_0365_match.jpg,5/5/1915,"The party of the second part hereby agrees that the premises hereby conveyed shall not at any time be conveyed, mortgaged or leased to any person or persons of Chinese, Japanese, Moorish, Turkish, Negro, Mongolian or African blood or descent.",ACKLEYS ADDN TO SEVEN OAKS MPLS,15,1,MINNEAPOLIS,754500
1693_0567_match.jpg,6/13/1947,"no persons of any race other than of the Caucasian race shall use or occupy any building or any lot, except that this covenant shall not prevent occupancy by domestic servants of a different race domiciled with an owner or tenant",ARCRIDGE,1,1,GOLDEN VALLEY,2445120
1693_0567_match.jpg,6/13/1947,"no persons of any race other than of the Caucasian race shall use or occupy any building or any lot, except that this covenant shall not prevent occupancy by domestic servants of a different race domiciled with an owner or tenant",ARCRIDGE,2,1,GOLDEN VALLEY,2445120
1693_0567_match.jpg,6/13/1947,"no persons of any race other than of the Caucasian race shall use or occupy any building or any lot, except that this covenant shall not prevent occupancy by domestic servants of a different race domiciled with an owner or tenant",ARCRIDGE,3,1,GOLDEN VALLEY,2445120
1693_0567_match.jpg,6/13/1947,"no persons of any race other than of the Caucasian race shall use or occupy any building or any lot, except that this covenant shall not prevent occupancy by domestic servants of a different race domiciled with an owner or tenant",ARCRIDGE,4,1,GOLDEN VALLEY,2445120
1693_0567_match.jpg,6/13/1947,"no persons of any race other than of the Caucasian race shall use or occupy any building or any lot, except that this covenant shall not prevent occupancy by domestic servants of a different race domiciled with an owner or tenant",ARCRIDGE,5,1,GOLDEN VALLEY,2445120
1693_0567_match.jpg,6/13/1947,"no persons of any race other than of the Caucasian race shall use or occupy any building or any lot, except that this covenant shall not prevent occupancy by domestic servants of a different race domiciled with an owner or tenant",ARCRIDGE,6,1,GOLDEN VALLEY,2445120
1693_0567_match.jpg,6/13/1947,"no persons of any race other than of the Caucasian race shall use or occupy any building or any lot, except that this covenant shall not prevent occupancy by domestic servants of a different race domiciled with an owner or tenant",ARCRIDGE,7,1,GOLDEN VALLEY,2445120
1693_0567_match.jpg,6/13/1947,"no persons of any race other than of the Caucasian race shall use or occupy any building or any lot, except that this covenant shall not prevent occupancy by domestic servants of a different race domiciled with an owner or tenant",ARCRIDGE,8,1,GOLDEN VALLEY,2445120
1693_0567_match.jpg,6/13/1947,"no persons of any race other than of the Caucasian race shall use or occupy any building or any lot, except that this covenant shall not prevent occupancy by domestic servants of a different race domiciled with an owner or tenant",ARCRIDGE,1,2,GOLDEN VALLEY,2445120
1693_0567_match.jpg,6/13/1947,"no persons of any race other than of the Caucasian race shall use or occupy any building or any lot, except that this covenant shall not prevent occupancy by domestic servants of a different race domiciled with an owner or tenant",ARCRIDGE,2,2,GOLDEN VALLEY,2445120
1693_0567_match.jpg,6/13/1947,"no persons of any race other than of the Caucasian race shall use or occupy any building or any lot, except that this covenant shall not prevent occupancy by domestic servants of a different race domiciled with an owner or tenant",ARCRIDGE,3,2,GOLDEN VALLEY,2445120
1621_0553_match.jpg,9/27/1943,no person or persons other than of the Caucasian race shall be permitted to occupy said premises or any part thereof,AUDITOR'S SUBD. NO. 025,8 N90.7FT,0,BROOKLYN CENTER,2201940
1448_0624_match.jpg,7/19/1939,No person other than of Caucasian race to occupy,AUDITOR'S SUBD. NO. 046,METES,0,MINNEAPOLIS,1983706
1459_0333_match.jpg,9/25/1939,no person other than of the Caucasian race to occupy,AUDITOR'S SUBD. NO. 048,METES,0,ROBBINSDALE,1996024
1448_0081_match.jpg,11/7/1938,No person other than of Caucasian race to occupy,AUDITOR'S SUBD. NO. 048,METES,0,ROBBINSDALE,1954020
1423_0463_match.jpg,4/16/1938,No person other than of caucasian race to occupy,AUDITOR'S SUBD. NO. 048,METES,0,ROBBINSDALE,1930413
1410_0566_match.jpg,11/26/1937,No person other than of Caucasian race to occupy,AUDITOR'S SUBD. NO. 048,METES,0,ROBBINSDALE,1913878
1409_0446_match.jpg,8/5/1937,no person other than of Caucasian race to occupy,AUDITOR'S SUBD. NO. 048,METES,0,ROBBINSDALE,1894415
1407_0461_match.jpg,5/11/1937,No person other than of caucasian race to occupy.,AUDITOR'S SUBD. NO. 048,2,0,ROBBINSDALE,1882687
1391_0189_match.jpg,8/10/1936,No person other than of caucasian race to occupy,AUDITOR'S SUBD. NO. 048,METES,0,ROBBINSDALE,1849234
1380_0600_match.jpg,8/10/1936,No person other than of Caucasian race to occupy,AUDITOR'S SUBD. NO. 048,METES,0,ROBBINSDALE,1849145
1548_0528_match.jpg,7/14/1941,Not to be sold to any but the Caucasian race,AUDITOR'S SUBD. NO. 146,14 S76.74FT,0,CRYSTAL,2099624
1450_0131_match.jpg,4/8/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race",AUDITOR'S SUBD. NO. 149,METES,0,MINNEAPOLIS,1968228
1231_0311_match.jpg,7/2/1930,"described real estate shall never at any time be sold to, leased to, or in any manner whatsoever placed in possession of any person or persons of any race other the Caucasian Race; this covenant shall run with the land, and shall bind the heirs, executors, administrators, assigns and successors of the grantee herein",AUDITOR'S SUBD. NO. 174,11,0,MINNEAPOLIS,1605401
1532_0278_match.jpg,9/5/1941,"no persons of any race other than the Caucasian race shall use or occupy any building on said premises, except this covenant shall not prevent occupancy by domestic servants of a different race domiciled with owner or tenant",AUDITOR'S SUBD. NO. 184,METES,0,WAYZATA,2108458
1548_0538_match.jpg,4/18/1941,premises herein described shall at no time be sold or leased to any person save and except of the Caucasian race,AUDITOR'S SUBD. NO. 191,11 E53.91FTofW245.67FT,0,MINNEAPOLIS,2099682
1493_0289_match.jpg,11/1/1939,premises herein described shall at no time be sold or leased to any person save and except of the Caucasian race,AUDITOR'S SUBD. NO. 191,11,0,MINNEAPOLIS,2090272
1527_0585_match.jpg,4/18/1941,premises herein described shall at no time be sold or leased to any person save and except of the Caucasian race,AUDITOR'S SUBD. NO. 191,METES,0,MINNEAPOLIS,2087435
1459_0500_match.jpg,12/26/1939,premises herein described shall at no time be sold or leased to any person save and except of the Caucasian race,AUDITOR'S SUBD. NO. 191,METES,0,MINNEAPOLIS,2003146
1485_0069_match.jpg,10/31/1939,premises herein described shall at no time be sold or leased to any person save and except of the Caucasian race,AUDITOR'S SUBD. NO. 191,METES,0,MINNEAPOLIS,2003106
1452_0603_match.jpg,12/29/1939,premises herein described shall at no time be sold or leased to any person save and except of the Caucasian race,AUDITOR'S SUBD. NO. 191,11,0,MINNEAPOLIS,2003069
1449_0320_match.jpg,5/19/1939,shall at no time be sold or leased to any person save and except of the Caucasian race,AUDITOR'S SUBD. NO. 191,11 W299.58FTofS58FT,0,MINNEAPOLIS,1976274
1723_0177_match.jpg,10/18/1946,premises cannot be sold or rented to any colored people,AUDITOR'S SUBD. NO. 239,49,0,HOPKINS,2404265
1723_0177_match.jpg,10/18/1946,premises cannot be sold or rented to any colored people,AUDITOR'S SUBD. NO. 239,48 S13FT,0,HOPKINS,2404265
1246_0065_match.jpg,6/12/1931,"no lot on said premises shall ever be sold, conveyed, leased or rented to any person other than of the white or Caucasian race",AUDITOR'S SUBD. NO. 257,15,4,MINNEAPOLIS,1649126
1246_0065_match.jpg,6/12/1931,"no lot on said premises shall ever be sold, conveyed, leased or rented to any person other than of the white or Caucasian race",AUDITOR'S SUBD. NO. 257,24,4,MINNEAPOLIS,1649126
1337_0245_match.jpg,10/12/1934,"no lot on said premises shall ever be sold, conveyed, leased or rented to any person other than of the white or Caucasian race",AUDITOR'S SUBD. NO. 257,26,5,MINNEAPOLIS,1771535
1349_0187_match.jpg,1/4/1935,"no lot in said premises shall ever be sold, conveyed, leased or rented to any person other than of the white or caucasian race",AUDITOR'S SUBD. NO. 257,14,6,MINNEAPOLIS,1790408
1339_0370_match.jpg,5/21/1934,"no lot on said premises shall ever be sold, conveyed, leased or rented to any person other than of the white or Caucasian race",AUDITOR'S SUBD. NO. 257,7,6,MINNEAPOLIS,1780331
1253_0394_match.jpg,9/21/1932,"premises shall never be sold, conveyed, leased or rented to any person other than of the white or caucasian race",AUDITOR'S SUBD. NO. 257,10,6,MINNEAPOLIS,1698993
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,1,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,2,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,3,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,4,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,5,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,6,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,7,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,8,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,9,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,10,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,11,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,12,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,13,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,14,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,15,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,16,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,17,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,18,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,19,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,20,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,21,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,22,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,23,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,24,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,25,0,ST. LOUIS PARK,1977046
1452_0115_match.jpg,6/13/1939,"premises shall not be sold, mortgaged, or leased to or occupied by any person or persons other than members of the Caucasian race, except that this covenant shall not prevent occupancy by domestic servants of a different race or nationality employed by an owner or a tenant",AUDITOR'S SUBD. NO. 294,26,0,ST. LOUIS PARK,1977046
